,Sentence,Token,Tag
14183,532,نّاس,O
14184,532,نّشيطين,O
14185,532,(,O
14186,532,لّي,O
14187,532,يقدرو,O
14188,532,يخدمو,O
14189,532,),O
14190,532,:,O
14191,532,28,O
14192,532,%,O
14193,532,نسبة,O
14194,532,لبطالة,O
14195,532,(,O
14196,532,نّاس,O
14197,532,لّي,O
14198,532,ما,O
14199,532,خدامينش,O
14200,532,و,O
14201,532,تايقلبو,O
14202,532,على,O
14203,532,خدمة,O
14204,532,),O
14205,532,:,O
14206,532,18,O
14207,532,",",O
14208,532,7,O
14209,532,%,O
14210,532,نسبة,O
14211,532,نّاس,O
14212,532,اللي,O
14213,532,خدامين,O
14214,532,ف,O
14215,532,دّولة,O
14216,532,(,O
14217,532,ولا,O
14218,532,لعاطلين,O
14219,532,اللي,O
14220,532,سبق,O
14221,532,ليهوم,O
14222,532,خدمو,O
14223,532,),O
14224,532,:,O
14225,532,8,O
14226,532,",",O
14227,532,6,O
14228,532,%,O
14229,532,نسبة,O
14230,532,نّاس,O
14231,532,اللي,O
14232,532,خدامين,O
14233,532,في,O
14234,532,لقطاع,O
14235,532,لخاص,O
14236,532,(,O
14237,532,ولا,O
14238,532,لعاطلين,O
14239,532,اللي,O
14240,532,سبق,O
14241,532,ليهوم,O
14242,532,خدمو,O
14243,532,),O
14244,532,:,O
14245,532,34,O
14246,532,%,O
14247,532,بلينݣليزية,B-MISC
14248,532,:,O
14249,532,Colorado,B-LOC
14250,532,),O
14251,532,هي,O
14252,532,ولاية,O
14253,532,جات,O
14254,532,ف,O
14255,532,لوسط,O
14256,532,د,O
14257,532,لميريكان,B-LOC
14258,532,.,O
14259,533,هي,O
14260,533,لولاية,O
14261,533,رقم,O
14262,533,21,O
14263,533,من,O
14264,533,جيهة,O
14265,533,السكان,O
14266,533,،,O
14267,533,و,O
14268,533,التامنة,O
14269,533,من,O
14270,533,جيهت,O
14271,533,لمساحة,O
14272,533,.,O
14273,534,لأغلبية,O
14274,534,د,O
14275,534,كولورادو,B-LOC
14276,534,فيها,O
14277,534,الجبال,B-LOC
14278,534,د,I-LOC
14279,534,الروكيز,I-LOC
14280,534,.,O
14281,535,السمية,O
14282,535,ديالها,O
14283,535,تاتعني,O
14284,535,بالصبليونية,B-MISC
14285,535,لملوّن,O
14286,535,،,O
14287,535,حيت,O
14288,535,ملّي,O
14289,535,جاو,O
14290,535,الصبليون,B-MISC
14291,535,للمنطقة,O
14292,535,لقاو,O
14293,535,تمّا,O
14294,535,واد,O
14295,535,حمر,O
14296,535,،,O
14297,535,و,O
14298,535,سمّاو,O
14299,535,لمنطقة,O
14300,535,كاملة,O
14301,535,"""",O
14302,535,كولورادو,B-LOC
14303,535,"""",O
14304,535,.,O
14305,536,لولاية,O
14306,536,د,O
14307,536,كولورادو,B-LOC
14308,536,تايحدوها,O
14309,536,وايومينݣ,B-LOC
14310,536,و,O
14311,536,نيبراسكا,B-LOC
14312,536,من,O
14313,536,الشمال,O
14314,536,،,O
14315,536,كانساس,B-LOC
14316,536,من,O
14317,536,الشرق,O
14318,536,،,O
14319,536,أوكلاهوما,B-LOC
14320,536,من,O
14321,536,لجنوب,O
14322,536,الشرقي,O
14323,536,،,O
14324,536,نيو,B-LOC
14325,536,ميكسيكو,I-LOC
14326,536,من,O
14327,536,لجنوب,O
14328,536,،,O
14329,536,يوتا,B-LOC
14330,536,من,O
14331,536,لغرب,O
14332,536,،,O
14333,536,و,O
14334,536,أريزونا,B-LOC
14335,536,من,O
14336,536,لجنوب,O
14337,536,.,O
14338,537,لعاصمة,O
14339,537,ديالها,O
14340,537,هي,O
14341,537,دينڤير,B-LOC
14342,537,.,O
14343,538,لجمهورية,B-LOC
14344,538,د,I-LOC
14345,538,كولومبيا,I-LOC
14346,538,(,O
14347,538,بالصبليونية,B-MISC
14348,538,:,O
14349,538,República,B-LOC
14350,538,de,I-LOC
14351,538,Colombia,I-LOC
14352,538,),O
14353,538,هي,O
14354,538,واحد,O
14355,538,لبلاد,O
14356,538,جات,O
14357,538,فالشمال,O
14358,538,د,O
14359,538,أمريكا,B-LOC
14360,538,لجنوبية,I-LOC
14361,538,.,O
14362,539,تيحدًها,O
14363,539,من,O
14364,539,الشمال,O
14365,539,لبحر,B-LOC
14366,539,لكاريبي,I-LOC
14367,539,",",O
14368,539,من,O
14369,539,الشرق,O
14370,539,ڤينيزويلا,B-LOC
14371,539,و,O
14372,539,لبريزيل,B-LOC
14373,539,",",O
14374,539,من,O
14375,539,لجنوب,O
14376,539,پًيرو,B-LOC
14377,539,و,O
14378,539,ليكواطًور,B-LOC
14379,539,",",O
14380,539,من,O
14381,539,لغرب,O
14382,539,لمحيط,B-LOC
14383,539,لهادي,I-LOC
14384,539,و,O
14385,539,پًاناما,B-LOC
14386,539,.,O
14387,540,كولومبيا,B-LOC
14388,540,هي,O
14389,540,لبلاد,O
14390,540,لوحيدة,O
14391,540,ف,O
14392,540,أمريكا,B-LOC
14393,540,لجنوبية,I-LOC
14394,540,اللي,O
14395,540,مقابلة,O
14396,540,مع,O
14397,540,لمحيط,B-LOC
14398,540,لهادي,I-LOC
14399,540,و,O
14400,540,لبحر,B-LOC
14401,540,لكاريبي,I-LOC
14402,540,وجات,O
14403,540,شوكة,O
14404,540,بيناتهم,O
14405,540,.,O
14406,541,دخلُو,O
14407,541,الصبليون,B-MISC
14408,541,للبلاصة,O
14409,541,اللي,O
14410,541,فيها,O
14411,541,كولومبيا,B-LOC
14412,541,ف,O
14413,541,1499,O
14414,541,وحتلُوها,O
14415,541,من,O
14416,541,ديك,O
14417,541,الساعة,O
14418,541,.,O
14419,542,ف,O
14420,542,1819,O
14421,542,ستاقلات,O
14422,542,كولومبيا,B-LOC
14423,542,",",O
14424,542,ولكن,O
14425,542,ف,O
14426,542,1830,O
14427,542,خرجو,O
14428,542,منها,O
14429,542,شي,O
14430,542,بلايص,O
14431,542,اللي,O
14432,542,ولاًو,O
14433,542,هوما,O
14434,542,الدول,O
14435,542,ديال,O
14436,542,فينيزويلا,B-LOC
14437,542,و,O
14438,542,ليكواطًور,B-LOC
14439,542,.,O
14440,543,ف,O
14441,543,1903,O
14442,543,أتخرج,O
14443,543,منها,O
14444,543,پًاناما,B-LOC
14445,543,وأتولي,O
14446,543,لجمهورية,B-LOC
14447,543,د,I-LOC
14448,543,كولومبيا,I-LOC
14449,543,هي,O
14450,543,لبلاد,O
14451,543,اللي,O
14452,543,عندها,O
14453,543,لحدود,O
14454,543,اللي,O
14455,543,تانعرفو,O
14456,543,دابا,O
14457,543,.,O
14458,544,تيسكنو,O
14459,544,ف,O
14460,544,كولومبيا,B-LOC
14461,544,شويا,O
14462,544,كتر,O
14463,544,من,O
14464,544,50,O
14465,544,مليون,O
14466,544,د,O
14467,544,الناس,O
14468,544,",",O
14469,544,ولعاصمة,O
14470,544,ديالها,O
14471,544,هي,O
14472,544,بوݣوطا,B-LOC
14473,544,.,O
14474,545,اللغة,O
14475,545,الرسمية,O
14476,545,ديال,O
14477,545,لبلاد,O
14478,545,هي,O
14479,545,الصبليونية,B-MISC
14480,545,ولعملة,O
14481,545,هي,O
14482,545,لپيزو,B-MISC
14483,545,لكولومبي,I-MISC
14484,545,.,O
14485,546,نظام,O
14486,546,لحكم,O
14487,546,فلبلاد,O
14488,546,هو,O
14489,546,جمهوري,O
14490,546,دستوري,O
14491,546,ولبلاد,O
14492,546,فيها,O
14493,546,32,O
14494,546,إدارة,O
14495,546,لامركزية,O
14496,546,.,O
14497,547,الرئيس,O
14498,547,د,O
14499,547,لبلاد,O
14500,547,د,O
14501,547,دابا,O
14502,547,هو,O
14503,547,إيڤان,B-PER
14504,547,دوكي,I-PER
14505,547,.,O
14506,548,كولومبيا,B-LOC
14507,548,داخلة,O
14508,548,فبزاف,O
14509,548,د,O
14510,548,لمؤسسات,O
14511,548,الدولية,O
14512,548,بحال,O
14513,548,لأمم,B-ORG
14514,548,لمتحدة,I-ORG
14515,548,و,O
14516,548,منظمة,B-ORG
14517,548,التعاون,I-ORG
14518,548,لإقتصادي,I-ORG
14519,548,والتنمية,I-ORG
14520,548,(,O
14521,548,OECD,B-ORG
14522,548,),O
14523,548,و,O
14524,548,منظمة,B-ORG
14525,548,التجارة,I-ORG
14526,548,لعالمية,I-ORG
14527,548,",",O
14528,548,وعندها,O
14529,548,شراكة,O
14530,548,مع,O
14531,548,لحلف,B-ORG
14532,548,الشمال,I-ORG
14533,548,أطلسي,I-ORG
14534,548,.,O
14535,549,كولونيا,B-LOC
14536,549,(,O
14537,549,بالنݣليزية,B-MISC
14538,549,:,O
14539,549,Colonia,B-LOC
14540,549,),O
14541,549,هي,O
14542,549,مدينة,O
14543,549,ميكرونيزية,O
14544,549,وهي,O
14545,549,لعاصيمة,O
14546,549,ديال,O
14547,549,ويلاية,O
14548,549,ياپ,B-LOC
14549,549,.,O
14550,550,تبنات,O
14551,550,ف,O
14552,550,1885,O
14553,550,على,O
14554,550,يد,O
14555,550,مهمة,O
14556,550,تنصيرية,O
14557,550,كاتوليكية,O
14558,550,تابعة,O
14559,550,ل,O
14560,550,لصبليون,B-LOC
14561,550,.,O
14562,551,لميساحة,O
14563,551,ديالتها,O
14564,551,هي,O
14565,551,كلم,B-MISC
14566,551,²,O
14567,551,ولعلو,O
14568,551,ديالها,O
14569,551,هو,O
14570,551,ميترو,B-MISC
14571,551,.,O
14572,552,كايسكنو,O
14573,552,فيها,O
14574,552,3126,O
14575,552,واحد,O
14576,552,على,O
14577,552,حساب,O
14578,552,لإحصاء,O
14579,552,د,O
14580,552,2010,O
14581,552,.,O
14582,553,لمرسى,O
14583,553,اللي,O
14584,553,كايوصل,O
14585,553,لهاد,O
14586,553,لڤيلاج,O
14587,553,هو,O
14588,553,مرسى,O
14589,553,طوميل,O
14590,553,.,O
14591,554,لكوليرا,O
14592,554,ولا,O
14593,554,البوݣليب,O
14594,554,مرضة,O
14595,554,عدوية,O
14596,554,دلمسارن,O
14597,554,،,O
14598,554,سبابها,O
14599,554,باكتيرية,O
14600,554,ضمة,O
14601,554,الكوليرا,O
14602,554,.,O
14603,555,وكايتنقل,O
14604,555,لبوݣليب,O
14605,555,لبنادم,O
14606,555,فاش,O
14607,555,كاياكل,O
14608,555,ماكلة,O
14609,555,ولا,O
14610,555,يشرب,O
14611,555,ما,O
14612,555,موسخ,O
14613,555,بباكتيرية,O
14614,555,ضمة,O
14615,555,الكوليرا,O
14616,555,،,O
14617,555,لمديدة,O
14618,555,طويلة,O
14619,555,كان,O
14620,555,و,O
14621,555,العلاما,O
14622,555,كايسحابو,O
14623,555,البوݣليب,O
14624,555,مايقدر,O
14625,555,يتكاتر,O
14626,555,غير,O
14627,555,فدات,O
14628,555,بنادم,O
14629,555,،,O
14630,555,ولكن,O
14631,555,رجعو,O
14632,555,لقاو,O
14633,555,باللي,O
14634,555,هاد,O
14635,555,المرض,O
14636,555,يقدر,O
14637,555,يتكاتر,O
14638,555,حتى,O
14639,555,فالبلايص,O
14640,555,المميهين,O
14641,555,.,O
14642,556,لكوليرا,O
14643,556,ولا,O
14644,556,البوݣليب,O
14645,556,مرضة,O
14646,556,عدوية,O
14647,556,دلمسارن,O
14648,556,،,O
14649,556,سبابها,O
14650,556,باكتيرية,O
14651,556,ضمة,O
14652,556,الكوليرا,O
14653,556,.,O
14654,557,وكايتنقل,O
14655,557,لبوݣليب,O
14656,557,لبنادم,O
14657,557,فاش,O
14658,557,كاياكل,O
14659,557,ماكلة,O
14660,557,ولا,O
14661,557,يشرب,O
14662,557,ما,O
14663,557,موسخ,O
14664,557,بباكتيرية,O
14665,557,ضمة,O
14666,557,الكوليرا,O
14667,557,،,O
14668,557,لمديدة,O
14669,557,طويلة,O
14670,557,كان,O
14671,557,و,O
14672,557,العلاما,O
14673,557,كايسحابو,O
14674,557,البوݣليب,O
14675,557,مايقدر,O
14676,557,يتكاتر,O
14677,557,غير,O
14678,557,فدات,O
14679,557,بنادم,O
14680,557,،,O
14681,557,ولكن,O
14682,557,رجعو,O
14683,557,لقاو,O
14684,557,باللي,O
14685,557,هاد,O
14686,557,المرض,O
14687,557,يقدر,O
14688,557,يتكاتر,O
14689,557,حتى,O
14690,557,فالبلايص,O
14691,557,المميهين,O
14692,557,.,O
14693,558,لبومرانݣ,O
14694,558,(,O
14695,558,ب,O
14696,558,ؤسطراليا,B-LOC
14697,558,.,O
14698,559,ولاكين,O
14699,559,أقدم,O
14700,559,واحد,O
14701,559,تلقا,O
14702,559,فكهف,O
14703,559,ف,O
14704,559,پولونيا,B-LOC
14705,559,وعندو,O
14706,559,كتر,O
14707,559,من,O
14708,559,20,O
14709,559,ألف,O
14710,559,عام,O
14711,559,.,O
14712,560,هاد,O
14713,560,النوع,O
14714,560,ماكايرجعش,O
14715,560,عند,O
14716,560,اللي,O
14717,560,سيفطو,O
14718,560,،,O
14719,560,ولاكين,O
14720,560,كايبقى,O
14721,560,طاير,O
14722,560,فالسما,O
14723,560,.,O
14724,561,ليوما,O
14725,561,هاد,O
14726,561,لبومرانݣات,O
14727,561,كايتصاوبو,O
14728,561,للترفيه,O
14729,561,والرياضة,O
14730,561,.,O
14731,562,ليوما,O
14732,562,كاينين,O
14733,562,بزاف,O
14734,562,ديال,O
14735,562,لفراقي,O
14736,562,اللي,O
14737,562,كايلعبو,O
14738,562,لبومرانݣ,O
14739,562,فلعالام,O
14740,562,.,O
14741,563,هاد,O
14742,563,لفراقي,O
14743,563,كايديرو,O
14744,563,ورشات,O
14745,563,دلخدمة,O
14746,563,وتورنوايات,O
14747,563,.,O
14748,564,أحسن,O
14749,564,الناس,O
14750,564,اللي,O
14751,564,كايتقنو,O
14752,564,التشيار,O
14753,564,ديال,O
14754,564,هاد,O
14755,564,اللوعبة,O
14756,564,كاينين,O
14757,564,ف,O
14758,564,ؤسطراليا,B-LOC
14759,564,و,O
14760,564,فرانسا,B-LOC
14761,564,و,O
14762,564,ألمانيا,B-LOC
14763,564,و,O
14764,564,الجاپون,B-LOC
14765,564,و,O
14766,564,سويسرا,B-LOC
14767,564,و,O
14768,564,لميريكان,B-LOC
14769,564,.,O
14770,565,شي,O
14771,565,عوام,O
14772,565,هادي,O
14773,565,تأسسات,O
14774,565,لفيديرالية,B-ORG
14775,565,الدولية,I-ORG
14776,565,ديال,I-ORG
14777,565,لجمعيات,I-ORG
14778,565,دلبوميرانݣ,I-ORG
14779,565,(,O
14780,565,IFBA,B-ORG
14781,565,),O
14782,565,باش,O
14783,565,تعاون,O
14784,565,تعّلم,O
14785,565,الناس,O
14786,565,كيفاش,O
14787,565,كاتقصّر,O
14788,565,هاد,O
14789,565,اللوعبة,O
14790,565,.,O
14791,566,ݣير,B-LOC
14792,566,جماعة,O
14793,566,ترابية,O
14794,566,قروية,O
14795,566,كاينة,O
14796,566,ف,O
14797,566,إقليم,O
14798,566,/,O
14799,566,عمالة,O
14800,566,ميدلت,B-LOC
14801,566,،,O
14802,566,جهة,O
14803,566,درعا,B-LOC
14804,566,تافيلالت,B-LOC
14805,566,،,O
14806,566,ساكنين,O
14807,566,فيها,O
14808,566,4022,O
14809,566,واحد,O
14810,566,،,O
14811,566,على,O
14812,566,حسب,O
14813,566,لإحصاء,O
14814,566,لعام,O
14815,566,2014,O
14816,566,.,O
14817,567,نسبة,O
14818,567,لأمية,O
14819,567,(,O
14820,567,نّاس,O
14821,567,لّي,O
14822,567,ما,O
14823,567,كايعرفوش,O
14824,567,يقراو,O
14825,567,ولا,O
14826,567,يكتبو,O
14827,567,),O
14828,567,:,O
14829,567,48,O
14830,567,",",O
14831,567,8,O
14832,567,%,O
14833,567,نسبة,O
14834,567,سّكان,O
14835,567,لّي,O
14836,567,قاريين,O
14837,567,فوق,O
14838,567,تّانوي,O
14839,567,(,O
14840,567,تانوي,O
14841,567,و,O
14842,567,جامعة,O
14843,567,),O
14844,567,:,O
14845,567,5,O
14846,567,",",O
14847,567,6,O
14848,567,%,O
14849,567,نسبة,O
14850,567,نّاس,O
14851,567,نّشيطين,O
14852,567,(,O
14853,567,لّي,O
14854,567,يقدرو,O
14855,567,يخدمو,O
14856,567,),O
14857,567,:,O
14858,567,38,O
14859,567,",",O
14860,567,6,O
14861,567,%,O
14862,567,نسبة,O
14863,567,لبطالة,O
14864,567,(,O
14865,567,نّاس,O
14866,567,لّي,O
14867,567,ما,O
14868,567,خدامينش,O
14869,567,و,O
14870,567,تايقلبو,O
14871,567,على,O
14872,567,خدمة,O
14873,567,),O
14874,567,:,O
14875,567,24,O
14876,567,",",O
14877,567,6,O
14878,567,%,O
14879,567,نسبة,O
14880,567,نّاس,O
14881,567,اللي,O
14882,567,خدامين,O
14883,567,ف,O
14884,567,دّولة,O
14885,567,:,O
14886,567,4,O
14887,567,",",O
14888,567,8,O
14889,567,%,O
14890,567,نسبة,O
14891,567,نّاس,O
14892,567,اللي,O
14893,567,خدامين,O
14894,567,في,O
14895,567,لقطاع,O
14896,567,لخاص,O
14897,567,:,O
14898,567,81,O
14899,567,",",O
14900,567,3,O
14901,567,%,O
14902,567,كيريباتي,B-LOC
14903,567,ؤلا,O
14904,567,كيريباس,B-LOC
14905,567,،,O
14906,567,رسميا,O
14907,567,لجمهورية,B-LOC
14908,567,د,I-LOC
14909,567,كيريباتي,I-LOC
14910,567,(,O
14911,567,بلكيريباتية,B-MISC
14912,567,:,O
14913,567,Ribaberiki,B-LOC
14914,567,Kiribati,I-LOC
14915,567,-,O
14916,567,بلينݣليزية,B-MISC
14917,567,:,O
14918,567,Republic,B-LOC
14919,567,of,I-LOC
14920,567,Kiribati,I-LOC
14921,567,),O
14922,567,هي,O
14923,567,بلاد,O
14924,567,أرخبيل,O
14925,567,جات,O
14926,567,ف,O
14927,567,لمحيط,B-LOC
14928,567,لهادي,I-LOC
14929,567,و,O
14930,567,تابعة,O
14931,567,للقارة,O
14932,567,ديال,O
14933,567,أوقيانوسيا,B-LOC
14934,567,.,O
14935,568,كيريباتي,B-LOC
14936,568,فيها,O
14937,568,32,O
14938,568,جزيرة,O
14939,568,منشورة,O
14940,568,على,O
14941,568,3,O
14942,568,.,O
14943,569,5,O
14944,569,كيلوميطر,O
14945,569,مربع,O
14946,569,ديال,O
14947,569,لبحر,O
14948,569,.,O
14949,570,كيريبيتي,B-LOC
14950,570,هي,O
14951,570,لبلاد,O
14952,570,لوحيدة,O
14953,570,ف,O
14954,570,لعالم,O
14955,570,اللي,O
14956,570,جات,O
14957,570,فالطراف,O
14958,570,ب,O
14959,570,4,O
14960,570,د,O
14961,570,لعالم,O
14962,570,(,O
14963,570,الشمال,O
14964,570,،,O
14965,570,لجنوب,O
14966,570,،,O
14967,570,الشرق,O
14968,570,و,O
14969,570,لغرب,O
14970,570,),O
14971,570,،,O
14972,570,حيت,O
14973,570,تيدوز,O
14974,570,منها,O
14975,570,خط,O
14976,570,لإستواء,O
14977,570,و,O
14978,570,تا,O
14979,570,لخط,O
14980,570,ديال,O
14981,570,لوقت,O
14982,570,(,O
14983,570,اللي,O
14984,570,تيقسم,O
14985,570,ما,O
14986,570,بين,O
14987,570,السوايع,O
14988,570,اللي,O
14989,570,قبل,O
14990,570,ݣرينيتش,B-LOC
14991,570,و,O
14992,570,اللي,O
14993,570,موراها,O
14994,570,),O
14995,570,.,O
14996,571,تسيكنو,O
14997,571,ف,O
14998,571,كيريباتي,B-LOC
14999,571,شويا,O
15000,571,كتر,O
15001,571,من,O
15002,571,116,O
15003,571,.,O
15004,572,0,O
15005,572,واحد,O
15006,572,،,O
15007,572,و,O
15008,572,لعاصمة,O
15009,572,ديالها,O
15010,572,هي,O
15011,572,جنوب,O
15012,572,طاراوا,B-LOC
15013,572,.,O
15014,573,اللغات,O
15015,573,الرسمية,O
15016,573,ديال,O
15017,573,لبلاد,O
15018,573,هوما,O
15019,573,لكيريباتية,B-MISC
15020,573,و,O
15021,573,لينݣليزية,B-MISC
15022,573,،,O
15023,573,و,O
15024,573,لفلوس,O
15025,573,اللي,O
15026,573,كيتخدّمو,O
15027,573,هوما,O
15028,573,الدولار,B-MISC
15029,573,د,I-MISC
15030,573,كيريباتي,I-MISC
15031,573,.,O
15032,574,كانت,O
15033,574,لبلاد,O
15034,574,مستعمرة,O
15035,574,ديال,O
15036,574,بريطانيا,B-LOC
15037,574,،,O
15038,574,و,O
15039,574,ستاقلات,O
15040,574,منها,O
15041,574,ف,O
15042,574,1979,O
15043,574,،,O
15044,574,من,O
15045,574,بعد,O
15046,574,دخلات,O
15047,574,مع,O
15048,574,لكومنويلت,B-ORG
15049,574,.,O
15050,575,ف,O
15051,575,1999,O
15052,575,،,O
15053,575,دخلات,O
15054,575,كيريباتي,B-LOC
15055,575,ف,O
15056,575,لأمم,B-ORG
15057,575,لمتحدة,I-ORG
15058,575,،,O
15059,575,و,O
15060,575,هي,O
15061,575,داخلة,O
15062,575,تا,O
15063,575,مع,O
15064,575,لبنك,B-ORG
15065,575,الدولي,I-ORG
15066,575,و,O
15067,575,صندوق,B-ORG
15068,575,النقد,I-ORG
15069,575,الدولي,I-ORG
15070,575,.,O
15071,576,كيرݣيستان,B-LOC
15072,576,(,O
15073,576,بلكيرݣيزية,B-MISC
15074,576,:,O
15075,576,Кыргызстан,B-LOC
15076,576,،,O
15077,576,بالروسية,B-MISC
15078,576,:,O
15079,576,Кыргызская,B-LOC
15080,576,Республика,I-LOC
15081,576,),O
15082,576,هي,O
15083,576,بلاد,O
15084,576,جبلية,O
15085,576,ما,O
15086,576,كاطلش,O
15087,576,على,O
15088,576,لبحر,O
15089,576,جات,O
15090,576,ف,O
15091,576,لوسط,O
15092,576,د,O
15093,576,آسيا,B-LOC
15094,576,.,O
15095,577,تاتحدّها,O
15096,577,من,O
15097,577,الشمال,O
15098,577,كازاخستان,B-LOC
15099,577,،,O
15100,577,من,O
15101,577,لغرب,O
15102,577,و,O
15103,577,لجنوب,O
15104,577,لغربي,O
15105,577,أوزباكستان,B-LOC
15106,577,،,O
15107,577,من,O
15108,577,لجنوب,O
15109,577,الشرقي,O
15110,577,طادجيكيستان,B-LOC
15111,577,،,O
15112,577,و,O
15113,577,من,O
15114,577,الشرق,O
15115,577,الشينوا,B-LOC
15116,577,.,O
15117,578,كيرݣيستان,B-LOC
15118,578,عندها,O
15119,578,تاريخ,O
15120,578,طويل,O
15121,578,،,O
15122,578,و,O
15123,578,جات,O
15124,578,ما,O
15125,578,بين,O
15126,578,بزاف,O
15127,578,د,O
15128,578,لحضارات,O
15129,578,.,O
15130,579,كانت,O
15131,579,ف,O
15132,579,الطريق,O
15133,579,ديال,O
15134,579,لحرير,O
15135,579,،,O
15136,579,و,O
15137,579,حكموها,O
15138,579,بزاف,O
15139,579,ديال,O
15140,579,الدول,O
15141,579,منها,O
15142,579,لأويݣور,B-LOC
15143,579,و,O
15144,579,لمغول,B-LOC
15145,579,.,O
15146,580,ف,O
15147,580,1876,O
15148,580,،,O
15149,580,ستعمرات,O
15150,580,لإمبراطورية,B-LOC
15151,580,الروسية,I-LOC
15152,580,لبلاصة,O
15153,580,اللي,O
15154,580,فيها,O
15155,580,دابا,O
15156,580,كيرݣيستان,B-LOC
15157,580,.,O
15158,581,ملّي,O
15159,581,طاحت,O
15160,581,لإمبراطورية,B-LOC
15161,581,الروسية,I-LOC
15162,581,،,O
15163,581,تبعات,O
15164,581,لمنطقة,O
15165,581,للإتحاد,B-ORG
15166,581,السوڤياتي,I-ORG
15167,581,،,O
15168,581,و,O
15169,581,بقات,O
15170,581,فيه,O
15171,581,تا,O
15172,581,طاح,O
15173,581,ف,O
15174,581,1991,O
15175,581,.,O
15176,582,نهار,O
15177,582,31,O
15178,582,غشت,B-MISC
15179,582,1991,O
15180,582,،,O
15181,582,علنات,O
15182,582,كيرݣيستان,B-LOC
15183,582,على,O
15184,582,لإستقلال,O
15185,582,ديالها,O
15186,582,من,O
15187,582,موسكو,B-LOC
15188,582,،,O
15189,582,و,O
15190,582,ولاّت,O
15191,582,رسميا,O
15192,582,لجمهورية,O
15193,582,د,O
15194,582,كيرݣيستان,B-LOC
15195,582,.,O
15196,583,تسيكنو,O
15197,583,ف,O
15198,583,كيرݣيستان,B-LOC
15199,583,تقريبا,O
15200,583,6,O
15201,583,.,O
15202,584,2,O
15203,584,مليون,O
15204,584,د,O
15205,584,الناس,O
15206,584,،,O
15207,584,و,O
15208,584,لعاصمة,O
15209,584,ديالها,O
15210,584,و,O
15211,584,أكبر,O
15212,584,مدينة,O
15213,584,فيها,O
15214,584,هي,O
15215,584,بيشكيك,B-LOC
15216,584,.,O
15217,585,اللغات,O
15218,585,الرسمية,O
15219,585,د,O
15220,585,لبلاد,O
15221,585,هوما,O
15222,585,لكيرݣيزية,B-MISC
15223,585,و,O
15224,585,الروسية,B-MISC
15225,585,،,O
15226,585,و,O
15227,585,لفلوس,O
15228,585,اللي,O
15229,585,كاتخدّم,O
15230,585,ف,O
15231,585,لبلاد,O
15232,585,هي,O
15233,585,السّوم,B-MISC
15234,585,.,O
15235,586,كيرݣيستان,B-LOC
15236,586,داخلة,O
15237,586,مع,O
15238,586,بزاف,O
15239,586,د,O
15240,586,لمنضمات,O
15241,586,دولية,O
15242,586,بحال,O
15243,586,لأمم,B-ORG
15244,586,لمتحدة,I-ORG
15245,586,و,O
15246,586,منضمة,B-ORG
15247,586,التعاون,I-ORG
15248,586,لإسلامي,I-ORG
15249,586,و,O
15250,586,منضمة,B-ORG
15251,586,التعاون,I-ORG
15252,586,د,I-ORG
15253,586,شانݣاي,I-ORG
15254,586,و,O
15255,586,لكومنويلث,B-ORG
15256,586,د,I-ORG
15257,586,لبلدان,I-ORG
15258,586,لمستاقلة,I-ORG
15259,586,و,O
15260,586,لمجلس,B-ORG
15261,586,التركي,I-ORG
15262,586,.,O
15263,587,كيرݣيستان,B-LOC
15264,587,هي,O
15265,587,وحدة,O
15266,587,من,O
15267,587,جوج,O
15268,587,جمهوريات,O
15269,587,فوسط,O
15270,587,آسيا,B-LOC
15271,587,اللي,O
15272,587,كانت,O
15273,587,سوڤياتية,O
15274,587,،,O
15275,587,و,O
15276,587,اللي,O
15277,587,باقي,O
15278,587,اللغة,O
15279,587,الرسمية,O
15280,587,ذيالهم,O
15281,587,هي,O
15282,587,الروسية,B-MISC
15283,587,.,O
15284,588,الدولة,O
15285,588,الثانية,O
15286,588,هي,O
15287,588,كازاخيستان,B-LOC
15288,588,.,O
15289,589,اللغة,O
15290,589,لكيرݣيزية,B-MISC
15291,589,ولات,O
15292,589,رسمية,O
15293,589,ف,O
15294,589,1991,O
15295,589,.,O
15296,590,من,O
15297,590,بعد,O
15298,590,ضغط,O
15299,590,ديال,O
15300,590,الأقلية,O
15301,590,الروسية,B-MISC
15302,590,فالبلاد,O
15303,590,،,O
15304,590,كيرݣيستان,B-LOC
15305,590,ردات,O
15306,590,الروسية,B-MISC
15307,590,لغة,O
15308,590,رسمية,O
15309,590,ف,O
15310,590,1997,O
15311,590,،,O
15312,590,و,O
15313,590,هو,O
15314,590,لي,O
15315,590,خلاها,O
15316,590,تكون,O
15317,590,بلاد,O
15318,590,عندها,O
15319,590,جوج,O
15320,590,لغات,O
15321,590,رسمية,O
15322,590,.,O
15323,591,لكيرݣيزية,B-MISC
15324,591,هي,O
15325,591,لغة,O
15326,591,تركية,B-MISC
15327,591,من,O
15328,591,الفرع,O
15329,591,ديال,O
15330,591,كيپتشاك,B-MISC
15331,591,،,O
15332,591,قريبة,O
15333,591,بزاف,O
15334,591,من,O
15335,591,لكازاخية,B-MISC
15336,591,،,O
15337,591,كاراكالپاك,B-MISC
15338,591,،,O
15339,591,و,O
15340,591,نوݣاي,B-MISC
15341,591,طاطار,I-MISC
15342,591,.,O
15343,592,كانت,O
15344,592,مكتوبة,O
15345,592,بالحرف,O
15346,592,العربي,O
15347,592,حتال,O
